Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor de mercado
Alexis Blin,FRA,Centrocampista,Lecce,27,1996.0,22.0,14.5,1368.0,0.5,1.0,1.5,4.0,0.0,1.5999999999999999,0.8,"2,50 mill. €"
Alexis Mac Allister,ARG,Centrocampista,Liverpool,24,1998.0,22.0,16.4,1488.0,3.2,1.2,4.4,3.6,0.2,4.0600000000000005,1.6800000000000002,"65,00 mill. €"
Alexis Saelemaekers,BEL,Delantero,Bologna,24,1999.0,23.8,14.8,1287.0,1.2,2.0,3.2,3.6,0.6,1.8,2.3,"10,00 mill. €"
Alexis Sánchez,CHI,Delantero,Inter,34,1988.0,21.0,7.5,769.5,4.0,3.75,7.75,1.0,0.25,3.825,2.6500000000000004,"4,00 mill. €"
Aleš Matějů,CZE,Defensa,Venezia,25,1996.0,20.0,18.5,1637.5,0.0,1.0,1.0,6.5,0.5,0.35,1.0,900 mil €
Alfa Semedo,GNB,Centrocampista,Espanyol,20,1997.0,3.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"2,00 mill. €"
Alfie Doughty,ENG,Defensa,Luton Town,23,1999.0,13.0,10.0,883.0,0.0,1.0,1.0,1.0,0.0,0.2,1.7,"2,20 mill. €"
Alfon,ESP,Centrocampista,Celta Vigo,21,1999.0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,"12,00 mill. €"
Alfonso Espino,URU,Defensa,Cádiz,31,1992.0,29.75,29.25,2567.0,0.5,2.25,2.75,5.75,0.0,0.9249999999999999,2.1999999999999997,"3,50 mill. €"
Alfonso Pedraza,ESP,Centrocampista,Alavés,27,1996.0,25.714285714285715,19.285714285714285,1701.4285714285713,1.7142857142857142,2.7142857142857144,4.428571428571429,4.0,0.14285714285714285,1.7999999999999996,3.042857142857143,"12,00 mill. €"
Alfred Duncan,GHA,Centrocampista,Fiorentina,30,1993.0,16.857142857142858,11.0,962.2857142857143,0.8571428571428571,1.7142857142857142,2.5714285714285716,2.0,0.0,0.5857142857142857,0.9857142857142858,"4,00 mill. €"
Alfred N'Diaye,SEN,Defensa,Villarreal,27,1990.0,2.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600 mil €
Alfredo Donnarumma,ITA,Delantero,Brescia,28,1990.0,31.0,20.0,1684.0,7.0,2.0,9.0,1.0,0.0,6.8,0.9,800 mil €
Alin Toșca,ROU,Defensa,Betis,25,1992.0,6.0,5.0,423.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,850 mil €
Alireza Jahanbakhsh,IRN,Delantero,Brighton,26,1993.0,15.5,4.5,419.5,1.0,0.5,1.5,1.5,0.0,1.05,1.8,"4,00 mill. €"
Alisson,BRA,PO,Liverpool,31,1992.0,29.6,29.6,2650.6,0.2,0.6,0.8,0.6,0.2,0.02,0.16,"35,00 mill. €"
Allan,BRA,Centrocampista,Everton,30,1991.0,25.0,21.333333333333332,1838.0,0.6666666666666666,1.0,1.6666666666666667,5.333333333333333,0.3333333333333333,0.3333333333333333,0.9,"5,50 mill. €"
Allan Nyom,CMR,Defensa,Leganés,33,1988.0,23.25,20.5,1674.25,0.75,0.75,1.5,7.75,1.0,0.55,1.3499999999999999,"1,00 mill. €"
Allan Saint-Maximin,FRA,Delantero,Newcastle Utd,25,1997.0,27.75,21.25,1836.75,3.0,4.5,7.5,1.75,0.0,3.175,3.9749999999999996,"24,00 mill. €"
Allan Tchaptchet,FRA,Defensa,Southampton,18,2001.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600 mil €
Alphonse Areola,FRA,PO,West Ham,30,1993.0,11.8,11.2,1033.8,0.0,0.0,0.0,0.6,0.0,0.0,0.0,"10,00 mill. €"
Alvaro Sanz,ESP,Centrocampista,Barcelona,20,2001.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700 mil €
Aly Abeid,MTN,Defensa,Levante,19,1997.0,1.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,300 mil €
Amad Diallo,CIV,Delantero,Manchester Utd,18,2002.0,2.3333333333333335,0.6666666666666666,69.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.2333333333333333,"18,00 mill. €"
Amadou Diallo,ENG,Centrocampista,Newcastle Utd,20,2003.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"14,00 mill. €"
Amadou Diambo,GHA,Delantero,Benevento,19,2001.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50 mil €
Amadou Diawara,GUI,Centrocampista,Roma,24,1997.0,14.666666666666666,9.333333333333334,782.0,0.6666666666666666,0.3333333333333333,1.0,2.6666666666666665,0.3333333333333333,0.6333333333333333,0.3,"2,20 mill. €"
Amadou Onana,BEL,Centrocampista,Everton,22,2001.0,22.0,20.0,1704.0,0.5,1.0,1.5,5.0,0.0,2.05,2.45,"50,00 mill. €"
Amari'i Bell,JAM,Defensa,Luton Town,29,1994.0,8.0,8.0,650.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,"2,00 mill. €"
Amath,SEN,Centrocampista,Getafe,27,1996.0,19.5,12.0,1053.8333333333333,1.0,1.0,2.0,3.5,0.16666666666666666,1.8666666666666665,0.9833333333333334,"1,50 mill. €"
Ameen Al-Dakhil,BEL,Defensa,Burnley,21,2002.0,10.0,10.0,855.0,0.0,0.0,0.0,1.0,0.0,0.2,0.1,"11,00 mill. €"
Amer Gojak,BIH,Centrocampista,Torino,23,1997.0,15.0,6.0,475.0,1.0,1.0,2.0,1.0,0.0,0.8,0.3,"1,20 mill. €"
Amin Younes,GER,Delantero,Napoli,25,1993.0,9.0,1.0,176.0,1.0,0.0,1.0,1.0,0.0,0.7,0.6,800 mil €
Amir Rrahmani,KVX,Defensa,Napoli,29,1994.0,24.4,23.2,2074.4,1.4,0.4,1.8,2.8,0.0,1.98,0.48,"25,00 mill. €"
Anaitz Arbilla,ESP,Defensa,Eibar,33,1987.0,28.0,25.0,2294.5,1.0,1.0,2.0,6.75,0.25,1.05,0.675,400 mil €
Anass Zaroury,MAR,Delantero,Burnley,23,2000.0,5.0,1.0,137.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,"12,00 mill. €"
Anastasios Douvikas,GRE,Delantero,Celta Vigo,24,1999.0,10.0,1.0,217.0,2.0,0.0,2.0,0.0,0.0,1.2,0.0,"12,00 mill. €"
Ander Barrenetxea,ESP,Delantero,Real Sociedad,21,2001.0,17.333333333333332,7.833333333333333,729.8333333333334,2.0,0.5,2.5,2.0,0.0,1.4833333333333334,0.9500000000000001,"15,00 mill. €"
Ander Capa,ESP,Defensa,Eibar,30,1992.0,21.5,16.666666666666668,1501.1666666666667,0.8333333333333334,1.0,1.8333333333333333,4.833333333333333,0.0,0.5,1.0833333333333333,"1,80 mill. €"
Ander Guevara,ESP,Centrocampista,Real Sociedad,26,1997.0,14.166666666666666,10.666666666666666,902.6666666666666,0.3333333333333333,0.16666666666666666,0.5,2.8333333333333335,0.0,0.20000000000000004,0.39999999999999997,"2,50 mill. €"
Ander Herrera,ESP,Centrocampista,Athletic Club,34,1989.0,12.0,6.0,498.0,0.0,0.5,0.5,3.0,0.5,0.3,0.55,"2,50 mill. €"
Ander Martin,ESP,Delantero,Real Sociedad,21,2000.0,4.0,0.5,64.5,0.0,0.0,0.0,0.0,0.0,0.05,0.1,"4,00 mill. €"
Andi Zeqiri,SUI,Delantero,Brighton,21,1999.0,9.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,"4,50 mill. €"
Andoni Gorosabel,ESP,Defensa,Real Sociedad,27,1996.0,18.285714285714285,14.285714285714286,1259.2857142857142,0.0,0.7142857142857143,0.7142857142857143,2.142857142857143,0.0,0.3142857142857142,1.1,"4,00 mill. €"
Andoni López,ESP,Defensa,Athletic Club,21,1996.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300 mil €
Andre Gray,JAM,Delantero,Watford,28,1991.0,23.0,7.0,755.0,2.0,0.0,2.0,1.0,0.0,2.4,1.8,"1,80 mill. €"
Andre-Frank Zambo Anguissa,CMR,Centrocampista,Fulham,28,1995.0,29.0,24.8,2197.2,1.0,1.8,2.8,4.0,0.0,2.1,1.5399999999999998,"40,00 mill. €"
Andrea Adorante,ITA,Delantero,Parma,20,2000.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200 mil €
Andrea Barberis,ITA,Centrocampista,Monza,28,1993.0,9.0,3.0,338.0,0.0,1.0,1.0,0.0,0.0,0.1,0.4,800 mil €
Andrea Belotti,ITA,Delantero,Roma,29,1993.0,26.8,19.6,1778.4,8.0,2.8,10.8,1.8,0.0,8.78,2.88,"8,00 mill. €"
Andrea Bertolacci,ITA,Centrocampista,Sampdoria,28,1991.0,12.0,8.0,534.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,900 mil €
Andrea Cambiaso,ITA,Delantero,Juventus,23,2000.0,23.333333333333332,17.333333333333332,1523.3333333333333,0.6666666666666666,2.6666666666666665,3.3333333333333335,3.6666666666666665,0.3333333333333333,0.9,1.5666666666666664,"10,00 mill. €"
Andrea Carboni,ITA,Defensa,Monza,22,2001.0,13.0,9.8,884.2,0.0,0.2,0.2,2.6,0.4,0.32,0.26,"4,00 mill. €"
Andrea Cistana,ITA,Defensa,Brescia,22,1997.0,21.0,21.0,1838.0,1.0,0.0,1.0,7.0,1.0,0.4,0.4,"2,20 mill. €"
Andrea Colpani,ITA,Centrocampista,Monza,24,1999.0,20.0,11.5,952.0,5.0,1.0,6.0,0.5,0.0,2.1,1.95,"9,00 mill. €"
Andrea Consigli,ITA,PO,Sassuolo,36,1987.0,30.2,30.2,2716.4,0.0,0.0,0.0,0.8,0.0,0.0,0.18,"1,00 mill. €"
Andrea Conti,ITA,Defensa,Sampdoria,28,1994.0,7.666666666666667,5.333333333333333,472.0,0.16666666666666666,0.3333333333333333,0.5,2.0,0.0,0.15,0.35000000000000003,500 mil €
Andrea Danzi,ITA,Defensa,Hellas Verona,21,1999.0,1.5,0.5,52.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,450 mil €
Andrea Favilli,ITA,Delantero,Genoa,24,1997.0,10.666666666666666,3.0,344.3333333333333,0.6666666666666666,0.0,0.6666666666666666,1.6666666666666667,0.0,0.9666666666666668,0.3333333333333333,"1,00 mill. €"
Andrea Ghezzi,ITA,Delantero,Brescia,18,2001.0,5.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,200 mil €
Andrea Ghion,ITA,Delantero,Sassuolo,19,2000.0,3.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,550 mil €
Andrea La Mantia,ITA,Delantero,Empoli,30,1991.0,15.0,4.5,520.5,2.0,0.0,2.0,0.5,0.0,2.85,0.4,800 mil €
Andrea Masiello,ITA,Defensa,Genoa,35,1986.0,14.75,14.5,1236.25,0.0,0.25,0.25,3.5,0.0,0.2,0.25,400 mil €
Andrea Papetti,ITA,Defensa,Brescia,17,2002.0,11.0,10.0,917.0,1.0,0.0,1.0,5.0,0.0,0.1,0.0,"1,80 mill. €"
Andrea Petagna,ITA,Delantero,Cagliari,28,1995.0,25.0,14.2,1331.4,4.6,2.2,6.8,1.8,0.0,5.0600000000000005,2.52,"7,50 mill. €"
Andrea Pinamonti,ITA,Delantero,Sassuolo,24,1999.0,24.2,18.8,1687.4,5.8,0.6,6.4,1.8,0.2,5.819999999999999,1.1199999999999999,"15,00 mill. €"
Andrea Poli,ITA,Centrocampista,Bologna,30,1989.0,23.0,13.0,1151.0,1.5,0.0,1.5,3.0,0.0,1.5,1.15,200 mil €
Andrea Rispoli,ITA,Defensa,Crotone,31,1988.0,23.5,12.5,1280.5,0.0,0.0,0.0,5.0,0.0,0.8,0.95,250 mil €
Andrea Schiavone,ITA,Centrocampista,Salernitana,28,1993.0,14.0,5.0,571.0,1.0,0.0,1.0,1.0,0.0,0.2,0.6,300 mil €
Andrea Tabanelli,ITA,Centrocampista,Lecce,29,1990.0,13.0,11.0,964.0,1.0,0.0,1.0,4.0,0.0,1.1,0.2,50 mil €
Andreas Christensen,DEN,Defensa,Chelsea,27,1996.0,18.2,17.2,1437.6,0.2,0.4,0.6,2.4,0.2,0.52,0.48,"40,00 mill. €"
Andreas Cornelius,DEN,Delantero,Parma,27,1993.0,27.5,19.0,1696.0,6.5,3.5,10.0,2.5,0.0,4.85,2.85,"2,50 mill. €"
Andreas Pereira,BRA,Centrocampista,Fulham,27,1996.0,24.0,15.4,1330.6,1.6,3.0,4.6,5.0,0.2,2.4,2.88,"18,00 mill. €"
Andreas Skov Olsen,DEN,Delantero,Bologna,21,1999.0,23.333333333333332,8.333333333333334,895.3333333333334,1.0,1.6666666666666667,2.6666666666666665,1.0,0.0,2.3666666666666667,1.0,"18,00 mill. €"
Andrei Motoc,ROU,Defensa,Salernitana,19,2002.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75 mil €
Andrei Ratiu,ROU,Defensa,Rayo Vallecano,25,1998.0,3.0,2.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,"1,50 mill. €"
Andreu Fontàs,ESP,Defensa,Celta Vigo,27,1989.0,12.0,9.0,885.0,0.0,1.0,1.0,2.0,0.0,0.1,0.3,450 mil €
Andrew Gravillon,GLP,Defensa,Torino,24,1998.0,7.0,4.0,312.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,"4,30 mill. €"
Andrew Hjulsager,DEN,Defensa,Celta Vigo,23,1995.0,8.5,1.0,186.5,0.0,1.5,1.5,0.5,0.0,0.05,0.85,"2,00 mill. €"
Andrew Moran,IRL,Delantero,Brighton,18,2003.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,20 mill. €"
Andrew Omobamidele,IRL,Defensa,Norwich City,19,2002.0,5.0,4.0,382.0,1.0,0.0,1.0,1.0,0.0,0.2,0.0,"11,00 mill. €"
Andrew Robertson,SCO,Defensa,Liverpool,29,1994.0,29.0,27.6,2466.8,1.4,7.4,8.8,2.6,0.2,1.3,5.359999999999999,"40,00 mill. €"
Andrey Galabinov,BUL,Delantero,Spezia,31,1988.0,12.0,4.0,430.0,3.0,1.0,4.0,0.0,0.0,3.0,0.2,300 mil €
Andrey Santos,BRA,Centrocampista,Nott'ham Forest,19,2004.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,"15,00 mill. €"
Andri Fannar Baldursson,ISL,Centrocampista,Bologna,18,2002.0,7.5,0.5,180.0,0.0,0.0,0.0,1.0,0.0,0.15000000000000002,0.05,800 mil €
Andriy Lunin,UKR,PO,Leganés,24,1999.0,4.5,4.25,383.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"5,00 mill. €"
Andriy Yarmolenko,UKR,Delantero,West Ham,31,1989.0,19.0,4.0,560.6666666666666,2.0,0.6666666666666666,2.6666666666666665,2.0,0.0,1.1666666666666667,1.5333333333333332,"2,00 mill. €"
Andros Townsend,ENG,Centrocampista,Luton Town,32,1991.0,21.0,14.75,1310.0,1.25,2.0,3.25,0.75,0.0,1.25,2.275,"1,50 mill. €"
André Ayew,GHA,Delantero,Nott'ham Forest,32,1989.0,13.0,1.0,316.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"1,20 mill. €"
André Gomes,POR,Centrocampista,Everton,28,1993.0,19.25,11.75,1070.5,0.0,0.75,0.75,3.25,0.0,0.5,0.6,"16,00 mill. €"
André Onana,CMR,PO,Manchester Utd,27,1996.0,18.5,18.5,1665.0,0.0,0.0,0.0,2.0,0.0,0.0,0.05,"40,00 mill. €"
André Silva,POR,Delantero,Sevilla,28,1995.0,10.0,8.666666666666666,750.0,3.0,0.0,3.0,1.6666666666666667,0.0,3.5666666666666664,1.4333333333333333,"12,00 mill. €"
Andrés Fernández,ESP,PO,Villarreal,33,1986.0,7.25,7.25,641.25,0.0,0.25,0.25,0.75,0.0,0.0,0.125,600 mil €
Andrés Guardado,MEX,Centrocampista,Betis,37,1986.0,25.0,18.428571428571427,1574.2857142857142,0.5714285714285714,2.4285714285714284,3.0,5.714285714285714,0.0,0.9285714285714286,1.885714285714286,"1,50 mill. €"
Andrés Iniesta,ESP,Centrocampista,Barcelona,33,1984.0,30.0,25.0,1824.0,1.0,2.0,3.0,1.0,0.0,0.6,1.8,800 mil €
Andrés Prieto,ESP,PO,Málaga,23,1993.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200 mil €
Andrés Solano,COL,Defensa,Atlético Madrid,20,1998.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250 mil €
Andrés Tello,COL,Defensa,Benevento,23,1996.0,17.0,2.0,413.0,1.0,0.0,1.0,3.0,0.0,0.3,0.0,500 mil €
Andy Carroll,ENG,Delantero,Newcastle Utd,31,1989.0,18.5,4.0,512.0,0.5,2.0,2.5,1.0,0.0,1.0,0.75,300 mil €
Anel Ahmedhodžić,BIH,Defensa,Sheffield Utd,24,1999.0,9.0,8.0,765.0,0.0,0.0,0.0,3.0,0.0,0.9,0.0,"20,00 mill. €"
Angel Gomes,ENG,Centrocampista,Manchester Utd,18,2000.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,"18,00 mill. €"
Angeliño,ESP,Defensa,Manchester City,22,1997.0,6.0,4.0,423.0,0.0,0.0,0.0,1.0,0.0,0.2,1.5,"11,00 mill. €"
Angelo Ogbonna,ITA,Defensa,West Ham,35,1988.0,17.8,16.8,1509.8,1.2,0.0,1.2,2.0,0.0,0.82,0.22000000000000003,900 mil €
Angelo da Costa Júnior,BRA,PO,Bologna,36,1983.0,3.5,3.5,315.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00
Angus Gunn,SCO,PO,Norwich City,25,1996.0,9.5,9.5,855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,50 mill. €"
Anis Ben Slimane,TUN,Centrocampista,Sheffield Utd,22,2001.0,5.0,1.0,112.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0,"2,50 mill. €"
Ansu Fati,ESP,Centrocampista,Brighton,21,2002.0,14.833333333333334,5.666666666666667,587.8333333333334,4.0,0.6666666666666666,4.666666666666667,1.1666666666666667,0.16666666666666666,3.233333333333334,1.0666666666666667,"35,00 mill. €"
Ante Budimir,CRO,Delantero,Mallorca,32,1991.0,27.6,20.8,1778.2,9.4,1.0,10.4,5.2,0.0,8.36,0.78,"5,00 mill. €"
Ante Palaversa,CRO,Centrocampista,Getafe,20,2000.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,500 mil €
Ante Rebić,CRO,Delantero,Milan,28,1993.0,25.0,12.75,1260.5,6.75,2.75,9.5,3.75,0.25,4.65,3.8499999999999996,"5,00 mill. €"
Anthony Elanga,SWE,Delantero,Nott'ham Forest,21,2002.0,13.0,7.0,635.0,1.5,1.5,3.0,0.25,0.0,1.225,1.4,"18,00 mill. €"
Anthony Gordon,ENG,Delantero,Newcastle Utd,22,2001.0,15.5,9.5,894.1666666666666,2.1666666666666665,1.0,3.1666666666666665,2.8333333333333335,0.0,2.0500000000000003,1.2833333333333334,"45,00 mill. €"
Anthony Lozano,HON,Delantero,Girona,30,1993.0,21.166666666666668,10.666666666666666,986.6666666666666,2.0,0.6666666666666666,2.6666666666666665,4.0,0.16666666666666666,2.9,0.5333333333333333,"2,00 mill. €"
Anthony Martial,FRA,Delantero,Manchester Utd,27,1995.0,17.166666666666668,11.833333333333334,1019.5,4.833333333333333,2.0,6.833333333333333,0.3333333333333333,0.16666666666666666,4.516666666666667,1.3499999999999999,"15,00 mill. €"
Anthony Oyono,GAB,Defensa,Frosinone,22,2001.0,13.0,11.0,1004.0,0.0,1.0,1.0,3.0,0.0,0.1,0.9,"1,50 mill. €"
Antoine Griezmann,FRA,Delantero,Atlético Madrid,32,1991.0,27.5,24.75,2094.125,10.375,6.125,16.5,3.25,0.125,8.75,5.525,"25,00 mill. €"
Antoine Makoumbou,CGO,Centrocampista,Cagliari,25,1998.0,13.0,13.0,1163.0,1.0,0.0,1.0,2.0,0.0,0.5,0.3,"3,00 mill. €"
Antoine Semenyo,GHA,Delantero,Bournemouth,23,2000.0,10.5,4.0,374.0,1.5,0.5,2.0,0.5,0.0,0.7000000000000001,0.7000000000000001,"9,00 mill. €"
Antonee Robinson,USA,Defensa,Fulham,26,1997.0,25.0,23.666666666666668,2110.0,0.0,1.0,1.0,5.333333333333333,0.3333333333333333,0.20000000000000004,1.7333333333333332,"15,00 mill. €"
Antonino Barillà,ITA,Centrocampista,Parma,31,1988.0,26.0,20.0,1688.0,1.0,2.0,3.0,6.0,0.0,1.6,2.0,275 mil €
Antonino Gallo,ITA,Defensa,Lecce,23,2000.0,21.5,18.0,1554.5,0.0,1.0,1.0,3.5,0.5,0.3,1.45,"2,50 mill. €"
Antonino La Gumina,ITA,Delantero,Sampdoria,24,1996.0,7.0,3.0,263.5,0.0,0.0,0.0,0.0,0.0,0.44999999999999996,0.05,"1,10 mill. €"
Antonio Adán,ESP,PO,Betis,32,1987.0,10.666666666666666,10.333333333333334,938.3333333333334,0.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.0,0.0,0.2333333333333333,"1,00 mill. €"
Antonio Barreca,ITA,Defensa,Fiorentina,25,1995.0,10.5,6.0,590.0,0.0,0.5,0.5,0.0,0.0,0.15000000000000002,0.35,800 mil €
Antonio Blanco,ESP,Centrocampista,Alavés,23,2000.0,12.0,9.0,766.0,0.0,0.0,0.0,0.0,1.0,0.6,0.3,"5,00 mill. €"
Antonio Candreva,ITA,Centrocampista,Salernitana,36,1987.0,30.0,26.2,2249.8,5.4,6.0,11.4,3.2,0.4,3.7800000000000002,4.86,"1,50 mill. €"
Antonio Cioffi,ITA,Delantero,Napoli,17,2002.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450 mil €
Antonio Cortés,ESP,Delantero,Granada,19,2000.0,8.0,2.0,181.0,1.0,0.0,1.0,2.0,0.0,0.9,0.2,800 mil €
Antonio Iervolino,ITA,Centrocampista,Salernitana,19,2003.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Antonio Luna,ESP,Defensa,Levante,27,1991.0,19.5,18.0,1639.5,0.0,2.0,2.0,4.5,0.0,0.2,1.9500000000000002,400 mil €
Antonio Mazzotta,ITA,Defensa,Crotone,30,1989.0,2.0,1.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,150 mil €
Antonio Mirante,ITA,PO,Milan,40,1983.0,5.0,4.75,423.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,100 mil €
Antonio Palumbo,ITA,Centrocampista,Sampdoria,23,1996.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,60 mill. €"
Antonio Puertas,ESP,Delantero,Granada,31,1992.0,29.25,19.5,1878.0,4.0,2.75,6.75,4.25,0.25,3.7750000000000004,1.8250000000000002,"3,00 mill. €"
Antonio Raillo,ESP,Defensa,Mallorca,32,1991.0,21.0,20.75,1833.0,1.5,0.75,2.25,7.0,0.5,0.9500000000000001,0.35000000000000003,"2,50 mill. €"
Antonio Raimondo,ITA,Delantero,Bologna,18,2004.0,1.3333333333333333,0.3333333333333333,30.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,"1,40 mill. €"
Antonio Rüdiger,GER,Defensa,Chelsea,30,1993.0,23.8,22.0,1998.2,1.4,0.0,1.4,3.8,0.0,1.3199999999999998,0.5,"32,00 mill. €"
Antonio Sanabria,PAR,Delantero,Betis,27,1996.0,19.75,13.875,1224.0,5.375,1.0,6.375,2.125,0.0,5.1625,1.0,"10,00 mill. €"
Antonio Sivera,ESP,PO,Alavés,27,1996.0,4.333333333333333,4.166666666666667,368.3333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.03333333333333333,"1,20 mill. €"
Antonio Sánchez,ESP,Centrocampista,Mallorca,26,1997.0,23.333333333333332,12.333333333333334,1052.0,0.6666666666666666,0.3333333333333333,1.0,3.0,0.3333333333333333,0.9333333333333332,0.5666666666666668,"2,50 mill. €"
Antonio Vacca,ITA,Centrocampista,Venezia,31,1990.0,21.0,15.0,1064.0,0.0,0.0,0.0,5.0,0.0,0.0,0.3,400 mil €
Antony,BRA,Delantero,Manchester Utd,23,2000.0,17.0,14.5,1145.5,2.0,1.0,3.0,3.5,0.0,3.6999999999999997,2.0,"50,00 mill. €"
Antonín Barák,CZE,Centrocampista,Fiorentina,28,1994.0,17.428571428571427,13.857142857142858,1228.857142857143,3.142857142857143,1.1428571428571428,4.285714285714286,2.0,0.14285714285714285,3.2285714285714286,1.1857142857142857,"10,00 mill. €"
Antwoine Hackford,ENG,Delantero,Sheffield Utd,19,2004.0,1.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,500 mil €
Anuar,MAR,Centrocampista,Valladolid,27,1995.0,11.0,5.333333333333333,493.3333333333333,0.6666666666666666,0.0,0.6666666666666666,2.6666666666666665,0.0,1.0,0.16666666666666666,800 mil €
Anwar El Ghazi,NED,Delantero,Aston Villa,26,1995.0,18.25,11.75,1015.75,3.75,1.25,5.0,1.75,0.0,3.925,1.225,"3,00 mill. €"
Ardian Ismajli,ALB,Defensa,Empoli,27,1996.0,17.75,14.0,1327.5,0.25,0.25,0.5,3.25,0.25,0.425,0.25,"3,50 mill. €"
Aridane Hernández,ESP,Defensa,Osasuna,34,1989.0,20.0,18.8,1675.6,0.6,0.2,0.8,3.2,0.2,0.5400000000000001,0.27999999999999997,"1,00 mill. €"
Ariday Cabrera,ESP,Centrocampista,Mallorca,30,1988.0,2.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100 mil €
Arijon Ibrahimović,GER,Delantero,Frosinone,17,2005.0,6.0,2.0,197.0,1.0,1.0,2.0,0.0,0.0,0.4,0.4,"1,00 mill. €"
Aritz Arambarri,ESP,Defensa,Real Sociedad,22,1998.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500 mil €
Aritz Elustondo,ESP,Defensa,Real Sociedad,29,1994.0,21.571428571428573,17.428571428571427,1581.7142857142858,1.2857142857142858,0.8571428571428571,2.142857142857143,3.2857142857142856,0.2857142857142857,0.9285714285714285,0.48571428571428565,"10,00 mill. €"
Arkadiusz Milik,POL,Delantero,Juventus,29,1994.0,21.666666666666668,12.666666666666666,1217.6666666666667,6.666666666666667,0.6666666666666666,7.333333333333333,2.6666666666666665,0.3333333333333333,6.3,1.7666666666666666,"8,00 mill. €"
Arkadiusz Reca,POL,Defensa,Spezia,27,1995.0,27.5,24.0,2046.5,0.75,2.0,2.75,4.25,0.0,1.15,2.375,"2,30 mill. €"
Armand Lauriente,FRA,Delantero,Sassuolo,24,1998.0,20.5,19.5,1579.0,4.0,3.5,7.5,5.0,0.5,3.5,3.8,"18,00 mill. €"
Armando Broja,ALB,Delantero,Chelsea,22,2001.0,12.5,6.25,604.5,2.0,0.0,2.0,0.5,0.0,1.8,0.275,"28,00 mill. €"
Armando Izzo,ITA,Defensa,Monza,31,1992.0,20.4,18.8,1617.8,0.8,0.0,0.8,5.4,0.4,1.1800000000000002,0.5599999999999999,"3,00 mill. €"
